Text,Score,Suggestion
تقریبا یکسالی داشتمش البته از  اولین تجربه های مایکروسافت بیشتر از این نمی شه انتظار داشت  شدیییییدا افسوس می خورم که زمانی که اینه خریدم با پولش می تونستم یک مک بوک ایر بی نظیر بگیرم که متاسفانه پولم رو هدر دادم  شخصا توصیه می کنم که اگر دنبال لپ تاپ هایی به این شکل هستید و همچنین اگر می خواهید همینقدر هزینه که به سراغ لپ تاپ های اپل بروید  من ترجیح دادم که اینو بفروشم و یک آیفون 6اس بهمراه یک لپ تاپ ویندوزی معمولی بگیرم تا زمانی که توانایی مالی خرید یک مک بوک رو پیدا کنم  ,40,3
لوازم جانبی نیست برای این مدل  هر چند همون اول خاموش شد فرستادم گارانتی شد ,0,3
بسیار عالی  واقعاً اگه دنبال تبلت ویندوز هستین با داشتن قابلیت سیم کارت که داره انتخاب خوبیه  در کُل من که استفاده کردم بسیار راضیم  ممنون ,96,1
من نزدیک به 7 ماه هست که از دیجی خریدم  بی نظیر هست  ,100,1
بعد از 1 ماه مراقبت  لمس صفحه نمایشش کلا از کار افتاد   بدون هیچ فشار یا ضربه ای   فقط امیدوارم گارانتی عوضش کنه ,84,1
متاسفانه تاچ صفحه نمایش دستگاه من از کار افتاده و تنها با قلم کار میکنه   ظاهرا شرکت ماکروسافت هم فقط عذر خواهی میکنه   از هم جالبتر اینه که شرکت ماکروسافت پس از گذشت 1 سال از تاریخ تولید دستگاه   حتی حاضر نیست بفرم رایگان به شما جواب بده   درضمن دچار پرش تصویر یا Flicker بخصوص در هنگام وبگردی میشه   متاسفم که انقدر پول بابت این دستگاه پرداخت کردم   ,52,3
کیف و کاور و سایر وسایلش پیدا نمیشه برای 4راحتتر پیدا میشه و  گارانتی بد با پاسخگویی بدی  داره ,60,3
تو خریدش شک نکنیین فوق العادس ,88,1
متاسفانه پس از 8 ماه از خرید این تبلت در اطراف صفحه ی نمایش هاله تغییر رنگ ایجاد شده که بعد از مراجعه به نمایندگی گارانتی به من گفتند در اثر فشار به ال سی دی بوده و البته این مورد تحت گارانتی نبود  من تبلت رو فقط در دست میگرفتم و هیچ فشار یا ضربه ای نخورده  مگر اینکه با فشار ناشی از در دست گرفتن صفحه ی نمایش دچار آسیب شده باشه و این هاله نور زرد رنگ اطراف صفحه ایجاد شده  قبل از ایجاد این مشکل خیلی راضی بودم از تبلت  ,60,2
سلام  دوستان   من این محصول رو خریدم  شغلم تدریس  اگه برای کارهای سبک و و استفاده برای کارهای دانشجویی و دانش آنوزی بخاین عالیه  فقط حافظش خیله کمه  اصلا نمیشه برنامه سنگین نصب کرد ,64,1
یادم رفت بگم که برای حل مشکل کمبود حافظه داخلی  اولاً آن دسته از نرم افزارها رو که می تونید روی sd نصب کنید  اون جا نصب کنید  همچنین هر چند روز یک بار درایو c را clean up بکنید تا فضاش باز بشه  ,80,1
من پیش از این تبلت یک galaxy tab a 2016 with s pen داشتم  خواستم بگم که تفاوت این دو  اینه که تبلت اندرویدی نهایتاً یک گوشی بزرگه  اما تبلت ویندوزی یک کامپیوتر کوچکه  اصلاً قیاس این دوتا اشتباه محضه  ویندوز این تبلت 8 1 هست و چون زمان آپگرید رایگان به ویندوز 10 گذشته  دیگه این قابلیت وجود نداره  حافظه داخلی اش شاید کم باشه ولی اگه یه sd روش بندازید برای کار دانشجویی کافیه  در ضمن توجه داشته باشید که وسایل جانبی سرفیس گرون تر از بقیه مارک هاست  ,80,1
وقتی روشن کردم دیدم تقریبا فقط 5یا6 گیگ فضا داره که بعد از یک آپدیت الان فقط 1 گیگ فضا داره آفیس 365 هم یک ماه رایگانه نه یک سال اصلا انتخاب خوبی نیست  ,60,3
من این تبلت  از دیجی کالا در زمان تخفیف خرید گردم  مشخصا تبلت قدرتمند و باکیفیتی هست   فقط پشت قاب قسمت فلزی یک خط بسیار ریز بود و کناره ها تبلت کمی کثیف بود  امیدوار هستم تبلت آکبند تحویل شده باشد ,60,2
بهترین ویژگی این تبلت امنیت اطلاعات در این نوع تبلته   مایکروسافت با بکاپ و اطلاع رسانی به موقع روی ا مایکروسافت اکانت به شما کمک میکنه تا برنامه های مورد تظر رو تنظیم و اپدیت و امن کنید  قلم فوق العاده برای نوشتن و طراحی   کیبورد سبک به صورت ضربه گیر هم عمل میکنه   شارژ عالی داره  تنها ایراد علاوه بر داغ شدن نداشتن زبان فارسی در حالت تبدیل دست خط به تکس هستس ,84,1
تبلت نسبتا خوبیه کیفیت تصویر عالیی داره شیک و زیباست سرعتش عالیه اما کابل های تبدیلش برای وصل کردن اچ دی ام آی و اینترنت نایابه  حافظه ی خودش هم کمه  ,68,2
من واقعا از دیجی کالا برای این محصول متشکرم   برای طراحی در Photoshop عالیه و از انتهای قلم میشه به عنوان پاک کن استفاده کرد  این تبلت برای من که کارم باعث میشه 16 ساعت پشت میز کامپیوتر بنشینم   خیلی مناسبه چون راحت میتونم تغییر وضعیت بدم میتونید از  درگاه mini display یک کابل تبدیل به vga وصل کنید و کل صفحه تبلت رو توی تلویزیون هوشمندتون نگاه کنید    فقط قلم من نمیدونم چرا بعد دو ماه دیگه کارایی نداشت و مجبور شدم بخرم   ضمنا باتری aaaa هم بسیار کمیاب هست که از دیجی کالا تقاضا دارم این محصول موجود باشه تمام وقت  برای کسانی که توانایی مالی متوسط به بالایی دارند خریدشو پیشنهاد میکنم  ارزش داره  هوررررررا   ,96,1
تجهیزات جانبی همراه تبلت باشه بهتره از جمله گلس کاور فارسی کیبورد ,92,1
بسیار لپتاب خوب و کاربردیه ,100,1
تمام خوبی ایی که دوستان گفتن رو داره  دیگه تکرارشون نمیکنم  فقط رو نحوه درست شارژ کردن تاکید میکنم چون خیلیااز عمر کوتاه باتری شکایت داشتن و این که واقعا تو این رنج قیمت نمیشه چیزی بهتر پیدا کرد  من اول از خواهرم خواستم از کانادا برام بکیره ولی با مالیات و هزینه باز کردن قفل تو این رنج قیمت هیچ تبلتی بالاتر از 16 گیک حافظه و رم 2 گیگ گیرم نمیومد   حتی اونجا  البته من بااین بازی نمیکنم اما برنامه گرافیک واسه کارم نصب کردم هیچ مشکلی نداشت  تاچش وقتی ضدخش جنس خوب بذارین قوی تره  که برام جالب بود  در رابطه با زبان فارسی هم اکر فقط مشکلتون کیبرده با دانلود کیبورد فارسی حل میشه به راحتی  تقریباتمام برنامه های روی دستاهتون هم ازتون راجع ه زبان سوال میکنه که انگلیسی بمونه یاتغییرش میدین  به نظرم هیچ مشکل در این رابطه وجود نداره  البته من یه کم ارزون تر از این خریدمش از دیجی  ولی هنوز ارزش داره ,84,1
کیفیت بدنه پایین  کیفیت صفحه پایین  اجرا نکردن برنامه ها وپریدن به بیرون از برنامه  دوربین بی کیفیت  قیمت واقعا بالا نسبت به کارکرد ,48,3
برنامه ها حین اجرا قطع میشن  کیفیت صفحه پایینه  قیمت نسبت به عملکرد زیاده   در کل پشیمونم از خریدم  هربرنامه ای نصب میکنم از برنامه میپره بیرون   129318  ,48,3
نسبت به پولی که دادم تبت بدی نیست  ولی کیفیت تاچ و صفحه نمایشش قابل قبول نیست هر امکاناتی که شما بخاید داره غیر از زنگ زدن ولی نسبت به سامسونگ در همین قیمت کیفیت سخت افزاری پائینترین داره اگر دوربین براتون مهمه دوربین خوبی نداره سیمکارت هم که میخوره ,48,2
تبلت خیلی خوبیه  یکم قدیمی شده و جای تأسف داره که دیگه بروزرسانی نمیشه    به نظر نرم افزارش در مدیریت صفحه نمایش ایراد داره  چون در تبلت من گاهی اوقات صفحه نمایش خاموش نمیشه و گاهی اوقات هم با اینکه چرخش خودکار صفحه نمایش فعاله  اما صفحه نمایش در یک وضعیت ثابت میمونه و نمیچرخه  روشنایی خودکار صفحه نمایش هم گاهی اوقات  مخصوصاً در تاریکی آزاردهندست و مرتباً کم و زیاد میشه   به جز این موارد این تبلت از همه نظر عالیه  ,88,1
1 ساله دارمش تاحالا هیچ ایرادی نداشته ,60,1
حدود یه ساله دارمش   راضیم   فقط تا الان دو بار خاموش شد روشن نمیشد   خودم متوجه نشدم آخر چطور روشن شد   ولی کلی حساب کنم خیلی تبلت خوبیه   خوش استیله   رمش یکمی پایین هست   باتریش خوبه   از دوربینش که استفاده نمیکنم   برنامه توش ریختم و کار میکنم   کلی کتاب پی دی اف باهاش میخونم   ابزار دسته یجورایی   عالی ,60,1
از روز اول که تبلت خریدم گوشه تصویر یه پیکسل سوخته داشت همون روز هم زنگ زدم گفتن شامل گارانتی تعویض نمیشه  خودتون قضاوت کنین و تبلت نو خریدم باید پیکسل سوخته داشته باشه یا حق ,76,2
سیستم عامل مناسب و مجهز به ضد ویروس و برنامه microsoft office منظور از انتخاب رنگ  رنگ کیبورد همراه دستگاه می باشد وگرنه جنس بدنه آلومینیومی و نقره ای است  تنها نقطه ضعف آن تا به حال کیبورد بدون نور پس زمینه و با کیفیت متوسط رو به پایین آن است  رزلوشن یا کیفیت تصویر آن برخلاف مطلب درج شده در سایت دیجیکالا  1440 2160 که معادل 3k می باشد است  خوش دست و اندازه آن هم مناسب تبلت و هم مناسب لپ تاپ است و از عهده کارها و برنامه های روزمره و عادی شما به خوبی برمی آید اما مناسب بازی های کامپیوتری و همچنین نرم افزارهای سنگین مدل سازی و تحلیل های عددی نیست  حسگر اثر انگشت آن امنیت آن را در محیط های کاری و عمومی بسیار افزایش می دهد  ,88,1
من این تبلت رو چهار ماه پیش با کلی تحقیق از دیجی کالا گرفتم با توجه به مشخصات تبلت مطمئن بودم خرید خوبی کردم ظاهر واقعا زیبایی داشت و انتظار داشتم کار باهاش لذت بخش باشه اما متاسفانه بعد از حدود دو هفته استفاده تبلت مکرر بدون ولیل ریست میشد و وقتی بالا میومد بسیار کند میشد طوری که برای باز کردن یه اپ یا گالری اول صفحه کاملا سیاه میشد و بعد از چند ثانیه تازه صفحه باز میشد من قبلا تبلت های زیادی داشتم که آخریش تب اس سامسونگ بود که فوق العاده بود اما وقتی این تبلت رو دستم میگیرم احساس میکنم با یه تبلت ارزون قیمت چینی دارم کار میکنم  ,40,3
این تبلت آفیس رو ساپورت نمیکنه و باید از نرم افزار هایی ماننده پولورایز آفیس استفاده کنید  در کل چیزه خوبیه ولی واسه کسی که کار زیاد میخواد بکنه زیاد خوب نیست  ,60,2
من این تبلت رو چند ماه پیش از دیجی خریدم  عالیه اما برا کار دانشجویی من فتوشاپ هم کارک کردم خوب بود ولی بیشتر بدرد کار ساده میخوره  از طرفی سبک زیبا و شارژ دهی عالی داره ,80,1
شخصا پیشنهاد نمی دم  هر چند ویژگی های خوبی هم داره و برای عده ای ممکنه مفید باشه    کیفیت ساخت پایینی داره  برای کارهای آفیس و تایپ خیلی مناسبه  اگه چشمتون با صغحه ی ده اینچی کور نشه  دکمه های کیبورد خیلی خوبه   به عنوان یه تبلت  وزن زیادی داره که برای کتاب خوندن مناسب نیست  اگه طراحی وب می کنید و تو فکر این هستید یه همچی چیزی بگیرید برای اسکریپت نویسی جدا بی خیال بشید  نیم ساعت اول کور میشید  و دستتون  عاجز میشیه از  باز و بسته کردن تگ های html  و علائم جاواسکریپت و پی  اچ پی  فتوشاپ حرفشو نزن  نصب میشه اما به چه درد می خوره تو ده اینچ کار گرافیکی کردن  صدای خیلی ضعیفی هم داره برا ی موزیک گوش دادن یا فیلم دیدن  از هاردش میشه خوب استفاده کرد و یه نعمته   خیلی مسافرتی  و قابل حمله       ,44,3
بعد از حدود3 سال هنوز دارمش و کار میکنه مثل روز اول ,80,1
شهریور نود و چهار از دیجی کالا گرفتم  از همان روز تا امروز هم یاورم است و هم همه کاره ی من  باتری اش هنوز خوب نگه می دارد  همه کارهای جدی ام را با آن می کنم  هارد پانصد گیگ داخلی اش واقعاً عالی است  خوش دست و کارآمد  ,96,1
دلیل اصلی بنده برای انتخاب این تبلت کیفیت صفحه نمایش و داشتن قلم بود  هر چند که با توجه با انتظارات بالام در برخورد اول کمی ناامیدکننده بود برام اما بعد از مدتی استفاده  کاملاً راضی هستم  در واقع با توجه به رده ی قیمتی  تبلتی توسط ایسوس ارائه شده که بعد از چند سال همچنان کاربردی ست  صفحه نمایش با توجه به کیفیت و رزولوشن برای مطالعه  بسیار راضی کننده است  هر چند که برای فیلم دیدن و حتی بازی چندان مناسب نیست  مخصوصاً فیلم که تمام صفحه نخواهد بود  البته بازی هم امتحان نکردم اما بعید می دونم برای بازی های سنگین گزینه ی خوبی باشه  قلم تبلت هم بیش تر مناسب سرگرمی ست  نه استفاده ی روزمره برای نوشتن متون  مخصوصاً جزوه  نسخه ی اندروید هم 6 هست و احتمالاً خبری از اپدیت نخواهد بود  و همچنین کاستم رام هم موجود نیست  همون طور که مستحضرید عکس گرفتن با تبلت خیلی ضایع ست  پس سمت دوربینِ تبلت نرید  باتری هم معمولی ست   قبل از اولین شارژ هم تبلت روشن نمی شه  و باید شارژر به برق مستقیم وصل بشه  البته بعد از کمی شارژشدن روشن می شه  که من به توصیه عمل نکردم و روشن کردم  هنوز که نسوخته  با همه ی این شرایط از انتخابم راضی هستم چرا که با یک هزینه ی نه چندان بالا در شرایط فعلی  تبلتی با کیفیت  با صفحه نمایشی ایدئال برای مطالعه در اختیار دارم  اگر مورد استفاده تون epub و pdf هست  همین رو انتخاب کنید   نظر شخصی  نسخه ی بدون قلم ترجیحاً   اگر برای فیلم و بازی می خواید کمی بیش تر تحقیق کنید  ,80,2
من هم قلم خودشو استفاده کردم و هم یه قلم adonit switch از همین سایت گرفتم دقت adonit خیلی بیشتره  نسخه بدون قلمشو بخرید با یه قلم adonit  قیمتش همون میشه  ,88,1
حدود 8 ماه میشه که باهاش کار میکنم   تمام قابلیت های لپ تاپ رو داره و در مقایسه با هر نوع و برند دیگه امکانات متنوع و منحصر به فرد داره  ,84,1
شک نکنین تو خریدش اینم بگم لوازم جانبیشو باید از اینترنت بخرید  ,100,1
من این تبلت رو برای همسرم تهیه کردم برای وب گردی که نیاز عمده همسرم هست بسیار مناسبه    ,72,2
چرا وقتی کیبرد را وصل میکنم انگلیسی یا فارسی ندارد و فقط چینی تایپ میکند کمک ام کنیذ لطفا      ,72,2
دو سالی مشه که از دیجی کالا خریدم خیلی خوبه قدرتش زیاده صفش ضد خشه صداش هم کم نیست وقتی که تا ته زیاد میکنین مانند بقیه تبلتا یهو زیاد نمیشه اروم اروم زیاد میشه صبور باشید تو جای نم دار شارژ نکنین اصلا از نم دور باشه چون تاچش مشکل پیدا میکنه واسه خودم یه مدت خراب بود ولش حالا که از نم دوره مثل جت کار میکنه مثلا توی اتاق حمام شارژ نکنین باطری عالی داره دوربینش کمی ضعیفه  اگه واسه بازی میخواین عالیه ,100,1
نه تبلته که صفحه بزرگی داشته باشه نه موبایله که راحت حمل بشه به جای هیچ کدوم نمیشه استفاده کرد مجبوری برای تماس ها از هندزفری استفاده کنی چون نمیفهمی طرف مقابل داره چی میگه بعد از یک سال وقتی با دکمه صدا رو میخوام زیاد کنم یهو صدا خیلی زیاد میشه بعضی وقتها صفحه رمز که نشون داده میشه هنگه باید یه بار صفحه خاموش و روشن بشه   همزمانی صدا و تصویر ویدوئوها بعد از یه مدت به هم خورد توی بالا و پایین کردن صفحات گاهی پرش می بینم ,44,3
در کل خوبه ولی یه ذره تاچش ضعیفه ,76,1
تبلت بسیار خوبی هست اما بسیار ظریف و برای کارهای روزانه و وبگردی مناسب هست و واقعا به نسبت هزینه ای که میکنید واقعا عالی هست  به نظرم فقط دوربینش ضعیف هست  اما اگه برای دست بچه میخواهید گزینه مناسب نیست   ,60,1
خیلی خوبه حتما پیشنهاد میکنم اگه خرابه بلد نیستین باهاش کار کنین اگه هنگ میکنه باید صبر کنی تا شارژش تموم شه بعد میزنی به شارژهمه چی درست میشه ,88,1
محصول بسیار شیک  زیبا و نسبت یه هزینه و امکاناتش قدرتمندی است  کسانی که قصد خرید این محصول را دارند توجه داشته باشند باید قسمت مانیتور را شارژ نمایند نه صفحه کلید  البته می توانند روی صفحه کلید هم این کار را انجام دهند  اما برای شارز دستگاه از مانیتور اقدام نمایید  نکته بعدی اینکه مانیتور دستگاه را 12 ساعت زیر شارژ اولیه قرار دهید تا سلول های باتری به خوبی پر شوند و در آینده به مشکل عدم کارآمدی باتری بر نخورید  ,92,1
سلام این یه تبلت با کیفیت ساخت بالا و ظریف و البته یکم سنگین من ازش راضی ام ولی یه مشکل دارم تا الان سه بار برای آپگرید رفته ولی همش آخرش یه خطا داده و پریده ,60,1
دستگاه خیلی شیک و عالی و خوش دستی هست ولی حیف نه کیف داره نه قلم و نه نور پشت صفحه کلید ,80,1
بدترین تبلتی که می تونین پیدا کنین  من هفت ماه پیش برای تولد پسرم خریدم  و با توجه به اینکه دو سال پیشش هم براش از همین برند ایسوس تبلت 7 اینچی گرفته بودم و در حد امکان ازش راضی بودیم   به این برند اعتماد کردم و خریدم  الان فوق العاده از خریدم ناراضی ام  تاچش خیلی خیلی بده  بجز اینکه خیلی مواقع هنگ می کنه و به کلی از کار میفته  وقتی هم که کار می کنه هرجا رو کلیک می کنی  بیشتر اوقات یکی دو سانت اونورترش پاسخ میده   یکی دیگه از ضعف هاش که غیر قابل قبوله مشکل نگهداری از کارت اس دی هست  دایم از درگاهش می پره بیرون و برنامه هایی که روشه هم بالطبع غیرفعال میشه ,40,2
خلاصه اینکه اگه واسه کتاب خوندن و کارای افلاین و بازی میخواید واقعا خوبه  ولی واسه گشت و گذار تو اینترنت بخاطر مصرف باتری زیاد وای فای نمیصرفه  صفحه نمایشش هم خیلی خوبه  در کل کار کردن باهاش حس خوبی داره  ,60,1
من این تبلت رو اردیبهشت خریدم و اوایل کارکرد خوبی داشت بجز اینکه باید رم اش رو زود زود پاک می کردی در آبان صدای تبلت خش خش و بعد قطع شد که به گرانای سازگار دادم و اسپیکر و مادریرد شو کلا رایگان تعویض کردند الان از روز اولش بهتر کار می کنه و شارژ دهی اش فوق العاده است  برای خواندن کتاب و مقاله کاملا توصیه می شود هر چند من فیلم با کیفیت اچ دی از فیلیمو نیز باهاش نگاه کردم و بازی آسفالت رو هم خوب باز می کنه ولی من هدفم از خریدش خوندن پی دی اف بود  ,80,1
واقعا برای مطالعه کتاب و متن توی وب خوبه اما بیشتر از این بنظر میرسه توانشو نداره ,60,1
تبلت خوبیه امروز به دستم رسید  همه چیزش خوبه فقط برنامه هایایستا و فیس بوک رو باز نمیکنه که امیدوارم این مشکل حل بشه به غیر از این هیچ مشکلی نداشتم سرعتش خوبه و بعد از آپدیت بهتر هم شد در کل به نسبت پولی که هزینه کردم ارزش بالایی داره و به همه پیشنهاد می کنم ,72,2
برای کسایی مثل من که می خوان مطالعه کنن و به تبلت ده اینچی نیاز دارن فوق العاده خوب و عالی هست هم از لحاظ امکانات و سخت افزار و هم از لحاظ قیمت   البته نباید از این تبلت انتظار این رو داشته باشین که باهاش اسفالت 8 بازی کنید  ولی برای کابردی که من می خواستم خیلی عالی هست و حتما توصیه میکنم که بخرید   در این رنج قیمت عالی هست ,68,1
سلام  من این تبلت رو تازه خریدم و هنوز به دستم نرسیده  به نظرم این تبلت ارزش خرید بالایی داره  1 ده اینچی  2 برند معتبریه  3  قیمت مناسبی داره  تنها عیبش ساپرت نکردن  سیم کارتِ که اونم اگر یه گوشی میون رده هم داشته باشید با hotspotگوشیتون جبران این عیبش رو بکنید ,80,1
من حدود دو سه هفته هست تبلت رو خریداری کردم بیشترین مشکل من با باتری تبلت هست  اگه دائما با تبلت کار کنید هر 5 یا 6 ساعت باید باتری رو شارژ کنید ولی اگه با اون کار نکنید روزی یکبار شارژ یا حتی دو روزی یکبار شارژ کافی هست   من از تبلت برای وبگردی استفاده میکنم و مرورگر فایرفاکس رو باز نمیکنه در واقع توقف اجباری برنامه میزنه ولی مشکل دیگه ای با برنامه ها ندارم و من هم خیلی از فایرفاکس استفاده نمیکنم  در هر حال ممکنه برخی برنامه ها رو توقف اجباری بزنه  که ممکنه بعد از آپدیت تبلت به اندروید 5 مشکل رفع بشه من هنوز اندروید رو آپدیت نکردم  جای رم اون درپوش نداره که اگه میداشت خیلی قشنگ تر بود ولی برای من مهم نیست چون کارایی تبلت برام مهمتر از درپوش رم تبلت هست دوربین اون اصلا قابل استفاده نیست و بهتره روی دوربین اون حساب باز نکنید و در حد دوربین های گوشی های قدیمی هست که به هیچ دردی نمیخوره  سیم کارت هم نداره که من اصلا استفاده نمیکنم و اگه روزی بخوام استفاده بکنم مودم جیبی میخرم و روی اون میذارم  من از خرید خودم خیلی راضی هستم تنها مشکل من باتری تبلت هست که فکر میکنم برای یه تبلت 10 اینچی خیلی هم غیرطبیعی نیست  ,80,1
توی نظر قبلی نوشته بودم اثر انگشت به شدت روی صفحه نمایش میمونه ولی الان که بیشتر با تبلت کار کردم نظرم عوض شد و بعلاوه اینکه به را حتی پاک میشه ,84,1
با سلام خدمت دوستان بنده این تبلت رو حدودا دو ماه پیش خریدم و کمتر از یک ماه استفاده کردم و اولش خیلی عالی بود و کیفیت صدای بسیار خوب و به لحاظ سخت افزاری هم قابل قبول بود  اما بعد ا از حدودا یکماه موقعه استفاده از کاور صوتی همش ریست میشد اینم بگم که تو این یک ماه استفاده لبه های دستگاه دچار رنگ پریدگی شد و از طرفی استفاده از کاور صوتی دردسر های هم داشت نظیر جازدن و افزایش ضخامت و وزن بیشتر دستگاه خلاصه بعد از یکماه که به مشکل خورد بردم گارانتی سازگار اولش که گفتند تاریخ ضمانت گذشته و فاکتور دیجی کالا رو که دادم از تاریخ خرید با اکراه و هزار اما اگر ازم قبول کردند راستی این روهم بگم موقع استفاد از دستگاه  بدون کاور ظاهرا مشکی وجود نداشت و کارکرد دستگاه طبیعی بود  خلاصه از من قبول کردند و گفت حداقل 10 روز دیگه تماس بگیر  الان حدودا بیست روزه که پیگیری میکنم همش میگن سفارش قطعه زدیم تا بیاد باید صبر کنید  این هم شاید از شانس ما بود  خلاصه به نظر من تبلت ساده و بدون دنگ وفنگ و کاور صوتی و اینها بهتر است بگیرید ببخشید طولانی شد ,44,3
تبلت خوبیه ولی باتری ضعیفه ,80,1
بعد از گذشت 4 سال هنوز هم مثل اولش داره کار میکنه بدون اینکه تو این مدت به ریست فکتوری و فلش و   نیاز پیدا کرده باشه  کیفیت تصویرش هنوز هم از بسیاری از تبلت های روز بازار بالاتره  این مدل تو بازار دیگه نیست ولی اگه یکیشو دارین قدرشو  بدونین واقعا جان سخته  ,88,1
به نسبت قیمتی که اون زمان داشت یکی از بهترین گزینه ها بود   زمانی که این تبلت رو خریدم آغاز ورود تبلت های چینی با مارک های عجیب غریب و طبیعتا قیمتهای بسیار مناسب بود ولی این تبلت کاملا بهتر از بقیه بود   به نسبت قیمتش صفحه نمایش اچ دی داشت که خیلی خوب بود تو اون رنج   پس از چند سال استفاده آخ نگفته و من خیلی راضیم  ,100,1
با تکان دادن دستگاه صدا های متعددی ازش میاد  که انگار چیزهایی سر جاشون نیستند و با دو دستگاه دیگه هم تست کردم و مشکل همگانیه ظاهرا  و پنل پایینی هم درست فیکس نشده و دایم صداهای اسکوییکی میده این مورد هم نسبتا فراگیر ه  غیر این موارد واقعا عالیه ,92,2
من حدودا دو ماهه که این لپ تاپو خریدم برای من که کارهای انیمیشن و طراحی گرافیک میکنم خیلی عالیه  نکته بسیار جالب مکینتاش و این لپ تاپ تعامل سخت افزاریو نرم افزاری بسیار خوب با نرم افزارای ادوبی مانند فوتوشاپو ایلاستریتوره که به محض ران شدن سیستم این  نرم افزار ها در همون لحظه ران میشن و سرعت بسایر بالاتری نسبت به ویندوز ارایه میدن  تاچ بار کاملا با فوتوشاپ هماهنگه و ازش میشه به خوبی کمک گرفت  عملکرد باتری نسبتا خوبه  تنها ایرادی که میتونم به این لپ تاپ بگیرم حافظه هارد اونه که بسیار پایینه و سریعا پر میشه  من این محصولو به کسانی که کارای گرافیکی میکنن و عاشق اپلم هستن حتما پیشنهاد میکنم   ,88,1
لب تاب خوبیه با بازده ی بالا برای یه کاربر معمولی مناسب نیست ,92,1
عالیه حتما بخرید ,96,1
واقعا عالیه من اینو همون وقتی که معرفی شد و سری اولی که وارد ایران شد از دیجیکالا تحیه کردم واقعا با کیفیت و عالیه ,88,1
